ID,Timestamp,WinningTeam,RemainingVillagers,RemainingWerewolves,wa_type,wb_type,va_type,vb_type,vc_type,vd_type,ve_type
1,2025-08-26_19-31-21,V,1,0,alt,alt,alt,alt
2,2025-08-26_19-31-35,W,0,1,alt,alt,alt,alt
3,2025-08-26_19-31-49,V,1,0,alt,alt,alt,alt
4,2025-08-26_19-32-04,V,1,0,alt,alt,alt,alt
5,2025-08-26_19-32-22,V,1,0,alt,alt,alt,alt
6,2025-08-26_19-32-47,W,0,1,alt,alt,alt,alt
7,2025-08-26_19-33-03,V,1,0,alt,alt,alt,alt
8,2025-08-26_19-33-20,W,0,1,alt,alt,alt,alt
9,2025-08-26_19-33-34,V,1,0,alt,alt,alt,alt
10,2025-08-26_19-33-49,V,1,0,alt,alt,alt,alt
11,2025-08-26_19-34-04,W,0,1,alt,alt,alt,alt
12,2025-08-26_19-34-18,V,1,0,alt,alt,alt,alt
13,2025-08-26_19-34-33,W,0,1,alt,alt,alt,alt
14,2025-08-26_19-34-48,W,0,1,alt,alt,alt,alt
15,2025-08-26_19-35-03,V,1,0,alt,alt,alt,alt
16,2025-08-26_19-35-17,W,0,1,alt,alt,alt,alt
17,2025-08-26_19-35-33,W,0,1,alt,alt,alt,alt
18,2025-08-26_19-35-50,W,0,1,alt,alt,alt,alt
19,2025-08-26_19-36-07,W,0,1,alt,alt,alt,alt
20,2025-08-26_19-36-22,V,1,0,alt,alt,alt,alt
21,2025-08-27_09-59-09,V,1,0,alt,alt,alt,alt
22,2025-08-27_09-59-25,V,1,0,alt,alt,alt,alt
23,2025-08-27_09-59-41,V,1,0,alt,alt,alt,alt
24,2025-08-27_09-59-56,V,1,0,alt,alt,alt,alt
25,2025-08-27_10-00-11,V,1,0,alt,alt,alt,alt
26,2025-08-27_10-00-28,W,0,1,alt,alt,alt,alt
27,2025-08-27_10-00-45,V,1,0,alt,alt,alt,alt
28,2025-08-27_10-01-00,V,1,0,alt,alt,alt,alt
29,2025-08-27_10-01-18,W,0,1,alt,alt,alt,alt
30,2025-08-27_10-01-36,V,1,0,alt,alt,alt,alt
31,2025-08-27_10-39-56,V,1,0,alt,alt,alt,alt
